"citizen","geo","time","values","iso2"
"Tajikistan","Lithuania",2015-07-01,0,"LT"
"Tajikistan","Luxembourg",2015-07-01,0,"LU"
"Tajikistan","Latvia",2015-07-01,0,"LV"
"Tajikistan","Malta",2015-07-01,0,"MT"
"Tajikistan","Netherlands",2015-07-01,0,"NL"
"Tajikistan","Norway",2015-07-01,5,"NO"
"Tajikistan","Poland",2015-07-01,45,"PL"
"Tajikistan","Portugal",2015-07-01,0,"PT"
"Tajikistan","Romania",2015-07-01,0,"RO"
"Tajikistan","Sweden",2015-07-01,5,"SE"
"Tajikistan","Slovenia",2015-07-01,0,"SI"
"Tajikistan","Slovakia",2015-07-01,0,"SK"
"Tajikistan","Total",2015-07-01,105,"TOTAL"
"Tajikistan","United Kingdom",2015-07-01,0,"UK"
"Timor-Leste","Austria",2015-07-01,0,"AT"
"Timor-Leste","Belgium",2015-07-01,0,"BE"
"Timor-Leste","Bulgaria",2015-07-01,0,"BG"
"Timor-Leste","Switzerland",2015-07-01,0,"CH"
"Timor-Leste","Cyprus",2015-07-01,0,"CY"
"Timor-Leste","Czech Republic",2015-07-01,0,"CZ"
"Timor-Leste","Germany (until 1990 former territory of the FRG)",2015-07-01,0,"DE"
"Timor-Leste","Denmark",2015-07-01,0,"DK"
"Timor-Leste","Estonia",2015-07-01,0,"EE"
"Timor-Leste","Greece",2015-07-01,0,"EL"
"Timor-Leste","Spain",2015-07-01,NA,"ES"
"Timor-Leste","European Union (28 countries)",2015-07-01,0,"EU28"
"Timor-Leste","Finland",2015-07-01,0,"FI"
"Timor-Leste","France",2015-07-01,0,"FR"
"Timor-Leste","Croatia",2015-07-01,0,"HR"
"Timor-Leste","Hungary",2015-07-01,0,"HU"
"Timor-Leste","Ireland",2015-07-01,0,"IE"
"Timor-Leste","Iceland",2015-07-01,0,"IS"
"Timor-Leste","Italy",2015-07-01,0,"IT"
"Timor-Leste","Liechtenstein",2015-07-01,0,"LI"
"Timor-Leste","Lithuania",2015-07-01,0,"LT"
"Timor-Leste","Luxembourg",2015-07-01,0,"LU"
"Timor-Leste","Latvia",2015-07-01,0,"LV"
"Timor-Leste","Malta",2015-07-01,0,"MT"
"Timor-Leste","Netherlands",2015-07-01,0,"NL"
"Timor-Leste","Norway",2015-07-01,0,"NO"
"Timor-Leste","Poland",2015-07-01,0,"PL"
"Timor-Leste","Portugal",2015-07-01,0,"PT"
"Timor-Leste","Romania",2015-07-01,0,"RO"
"Timor-Leste","Sweden",2015-07-01,0,"SE"
"Timor-Leste","Slovenia",2015-07-01,0,"SI"
"Timor-Leste","Slovakia",2015-07-01,0,"SK"
"Timor-Leste","Total",2015-07-01,0,"TOTAL"
"Timor-Leste","United Kingdom",2015-07-01,0,"UK"
"Turkmenistan","Austria",2015-07-01,0,"AT"
"Turkmenistan","Belgium",2015-07-01,0,"BE"
"Turkmenistan","Bulgaria",2015-07-01,0,"BG"
"Turkmenistan","Switzerland",2015-07-01,0,"CH"
"Turkmenistan","Cyprus",2015-07-01,0,"CY"
"Turkmenistan","Czech Republic",2015-07-01,0,"CZ"
"Turkmenistan","Germany (until 1990 former territory of the FRG)",2015-07-01,30,"DE"
"Turkmenistan","Denmark",2015-07-01,0,"DK"
"Turkmenistan","Estonia",2015-07-01,0,"EE"
"Turkmenistan","Greece",2015-07-01,0,"EL"
"Turkmenistan","Spain",2015-07-01,NA,"ES"
"Turkmenistan","European Union (28 countries)",2015-07-01,30,"EU28"
"Turkmenistan","Finland",2015-07-01,0,"FI"
"Turkmenistan","France",2015-07-01,0,"FR"
"Turkmenistan","Croatia",2015-07-01,0,"HR"
"Turkmenistan","Hungary",2015-07-01,0,"HU"
"Turkmenistan","Ireland",2015-07-01,0,"IE"
"Turkmenistan","Iceland",2015-07-01,0,"IS"
"Turkmenistan","Italy",2015-07-01,0,"IT"
"Turkmenistan","Liechtenstein",2015-07-01,0,"LI"
"Turkmenistan","Lithuania",2015-07-01,0,"LT"
"Turkmenistan","Luxembourg",2015-07-01,0,"LU"
"Turkmenistan","Latvia",2015-07-01,0,"LV"
"Turkmenistan","Malta",2015-07-01,0,"MT"
"Turkmenistan","Netherlands",2015-07-01,0,"NL"
"Turkmenistan","Norway",2015-07-01,0,"NO"
"Turkmenistan","Poland",2015-07-01,0,"PL"
"Turkmenistan","Portugal",2015-07-01,0,"PT"
"Turkmenistan","Romania",2015-07-01,0,"RO"
"Turkmenistan","Sweden",2015-07-01,0,"SE"
"Turkmenistan","Slovenia",2015-07-01,0,"SI"
"Turkmenistan","Slovakia",2015-07-01,0,"SK"
"Turkmenistan","Total",2015-07-01,30,"TOTAL"
"Turkmenistan","United Kingdom",2015-07-01,0,"UK"
"Tunisia","Austria",2015-07-01,30,"AT"
"Tunisia","Belgium",2015-07-01,10,"BE"
"Tunisia","Bulgaria",2015-07-01,0,"BG"
"Tunisia","Switzerland",2015-07-01,20,"CH"
"Tunisia","Cyprus",2015-07-01,0,"CY"
"Tunisia","Czech Republic",2015-07-01,0,"CZ"
"Tunisia","Germany (until 1990 former territory of the FRG)",2015-07-01,65,"DE"
"Tunisia","Denmark",2015-07-01,5,"DK"
"Tunisia","Estonia",2015-07-01,0,"EE"
"Tunisia","Greece",2015-07-01,0,"EL"
"Tunisia","Spain",2015-07-01,NA,"ES"
"Tunisia","European Union (28 countries)",2015-07-01,195,"EU28"
"Tunisia","Finland",2015-07-01,5,"FI"
"Tunisia","France",2015-07-01,25,"FR"
"Tunisia","Croatia",2015-07-01,0,"HR"
"Tunisia","Hungary",2015-07-01,10,"HU"
"Tunisia","Ireland",2015-07-01,0,"IE"
"Tunisia","Iceland",2015-07-01,0,"IS"
"Tunisia","Italy",2015-07-01,25,"IT"
"Tunisia","Liechtenstein",2015-07-01,0,"LI"
"Tunisia","Lithuania",2015-07-01,0,"LT"
"Tunisia","Luxembourg",2015-07-01,0,"LU"
"Tunisia","Latvia",2015-07-01,0,"LV"
"Tunisia","Malta",2015-07-01,0,"MT"
"Tunisia","Netherlands",2015-07-01,0,"NL"
"Tunisia","Norway",2015-07-01,0,"NO"
"Tunisia","Poland",2015-07-01,0,"PL"
"Tunisia","Portugal",2015-07-01,0,"PT"
"Tunisia","Romania",2015-07-01,0,"RO"
"Tunisia","Sweden",2015-07-01,10,"SE"
"Tunisia","Slovenia",2015-07-01,0,"SI"
"Tunisia","Slovakia",2015-07-01,0,"SK"
"Tunisia","Total",2015-07-01,220,"TOTAL"
"Tunisia","United Kingdom",2015-07-01,5,"UK"
"Tonga","Austria",2015-07-01,0,"AT"
"Tonga","Belgium",2015-07-01,0,"BE"
"Tonga","Bulgaria",2015-07-01,0,"BG"
"Tonga","Switzerland",2015-07-01,0,"CH"
"Tonga","Cyprus",2015-07-01,0,"CY"
"Tonga","Czech Republic",2015-07-01,0,"CZ"
"Tonga","Germany (until 1990 former territory of the FRG)",2015-07-01,0,"DE"
"Tonga","Denmark",2015-07-01,0,"DK"
"Tonga","Estonia",2015-07-01,0,"EE"
"Tonga","Greece",2015-07-01,0,"EL"
"Tonga","Spain",2015-07-01,NA,"ES"
"Tonga","European Union (28 countries)",2015-07-01,0,"EU28"
"Tonga","Finland",2015-07-01,0,"FI"
"Tonga","France",2015-07-01,0,"FR"
"Tonga","Croatia",2015-07-01,0,"HR"
"Tonga","Hungary",2015-07-01,0,"HU"
"Tonga","Ireland",2015-07-01,0,"IE"
"Tonga","Iceland",2015-07-01,0,"IS"
"Tonga","Italy",2015-07-01,0,"IT"
"Tonga","Liechtenstein",2015-07-01,0,"LI"
"Tonga","Lithuania",2015-07-01,0,"LT"
"Tonga","Luxembourg",2015-07-01,0,"LU"
"Tonga","Latvia",2015-07-01,0,"LV"
"Tonga","Malta",2015-07-01,0,"MT"
"Tonga","Netherlands",2015-07-01,0,"NL"
"Tonga","Norway",2015-07-01,0,"NO"
"Tonga","Poland",2015-07-01,0,"PL"
"Tonga","Portugal",2015-07-01,0,"PT"
"Tonga","Romania",2015-07-01,0,"RO"
"Tonga","Sweden",2015-07-01,0,"SE"
"Tonga","Slovenia",2015-07-01,0,"SI"
"Tonga","Slovakia",2015-07-01,0,"SK"
"Tonga","Total",2015-07-01,0,"TOTAL"
"Tonga","United Kingdom",2015-07-01,0,"UK"
"Total","Austria",2015-07-01,8790,"AT"
"Total","Belgium",2015-07-01,3600,"BE"
"Total","Bulgaria",2015-07-01,1870,"BG"
"Total","Switzerland",2015-07-01,3900,"CH"
"Total","Cyprus",2015-07-01,165,"CY"
"Total","Czech Republic",2015-07-01,100,"CZ"
"Total","Germany (until 1990 former territory of the FRG)",2015-07-01,37530,"DE"
"Total","Denmark",2015-07-01,1040,"DK"
"Total","Estonia",2015-07-01,20,"EE"
"Total","Greece",2015-07-01,1235,"EL"
"Total","Spain",2015-07-01,NA,"ES"
"Total","European Union (28 countries)",2015-07-01,118975,"EU28"
"Total","Finland",2015-07-01,1480,"FI"
"Total","France",2015-07-01,5735,"FR"
"Total","Croatia",2015-07-01,15,"HR"
"Total","Hungary",2015-07-01,31285,"HU"
"Total","Ireland",2015-07-01,290,"IE"
"Total","Iceland",2015-07-01,20,"IS"
"Total","Italy",2015-07-01,8610,"IT"
"Total","Liechtenstein",2015-07-01,10,"LI"
"Total","Lithuania",2015-07-01,35,"LT"
"Total","Luxembourg",2015-07-01,115,"LU"
"Total","Latvia",2015-07-01,30,"LV"
"Total","Malta",2015-07-01,145,"MT"
"Total","Netherlands",2015-07-01,3160,"NL"
"Total","Norway",2015-07-01,1400,"NO"
"Total","Poland",2015-07-01,1145,"PL"
"Total","Portugal",2015-07-01,70,"PT"
"Total","Romania",2015-07-01,90,"RO"
"Total","Sweden",2015-07-01,8070,"SE"
"Total","Slovenia",2015-07-01,10,"SI"
"Total","Slovakia",2015-07-01,15,"SK"
"Total","Total",2015-07-01,124300,"TOTAL"
"Total","United Kingdom",2015-07-01,4325,"UK"
"Turkey","Austria",2015-07-01,20,"AT"
"Turkey","Belgium",2015-07-01,10,"BE"
"Turkey","Bulgaria",2015-07-01,0,"BG"
"Turkey","Switzerland",2015-07-01,40,"CH"
"Turkey","Cyprus",2015-07-01,0,"CY"
"Turkey","Czech Republic",2015-07-01,0,"CZ"
"Turkey","Germany (until 1990 former territory of the FRG)",2015-07-01,110,"DE"
"Turkey","Denmark",2015-07-01,5,"DK"
"Turkey","Estonia",2015-07-01,0,"EE"
"Turkey","Greece",2015-07-01,0,"EL"
"Turkey","Spain",2015-07-01,NA,"ES"
"Turkey","European Union (28 countries)",2015-07-01,330,"EU28"
"Turkey","Finland",2015-07-01,5,"FI"
"Turkey","France",2015-07-01,75,"FR"
"Turkey","Croatia",2015-07-01,0,"HR"
"Turkey","Hungary",2015-07-01,30,"HU"
"Turkey","Ireland",2015-07-01,0,"IE"
"Turkey","Iceland",2015-07-01,0,"IS"
"Turkey","Italy",2015-07-01,20,"IT"
"Turkey","Liechtenstein",2015-07-01,0,"LI"
"Turkey","Lithuania",2015-07-01,0,"LT"
"Turkey","Luxembourg",2015-07-01,0,"LU"
"Turkey","Latvia",2015-07-01,0,"LV"
"Turkey","Malta",2015-07-01,0,"MT"
"Turkey","Netherlands",2015-07-01,5,"NL"
"Turkey","Norway",2015-07-01,5,"NO"
"Turkey","Poland",2015-07-01,0,"PL"
"Turkey","Portugal",2015-07-01,0,"PT"
"Turkey","Romania",2015-07-01,0,"RO"
"Turkey","Sweden",2015-07-01,25,"SE"
"Turkey","Slovenia",2015-07-01,0,"SI"
"Turkey","Slovakia",2015-07-01,0,"SK"
"Turkey","Total",2015-07-01,375,"TOTAL"
"Turkey","United Kingdom",2015-07-01,15,"UK"
"Trinidad and Tobago","Austria",2015-07-01,0,"AT"
"Trinidad and Tobago","Belgium",2015-07-01,0,"BE"
"Trinidad and Tobago","Bulgaria",2015-07-01,0,"BG"
"Trinidad and Tobago","Switzerland",2015-07-01,0,"CH"
"Trinidad and Tobago","Cyprus",2015-07-01,0,"CY"
"Trinidad and Tobago","Czech Republic",2015-07-01,0,"CZ"
"Trinidad and Tobago","Germany (until 1990 former territory of the FRG)",2015-07-01,0,"DE"
"Trinidad and Tobago","Denmark",2015-07-01,0,"DK"
"Trinidad and Tobago","Estonia",2015-07-01,0,"EE"
"Trinidad and Tobago","Greece",2015-07-01,0,"EL"
"Trinidad and Tobago","Spain",2015-07-01,NA,"ES"
"Trinidad and Tobago","European Union (28 countries)",2015-07-01,5,"EU28"
"Trinidad and Tobago","Finland",2015-07-01,0,"FI"
"Trinidad and Tobago","France",2015-07-01,0,"FR"
"Trinidad and Tobago","Croatia",2015-07-01,0,"HR"
"Trinidad and Tobago","Hungary",2015-07-01,0,"HU"
"Trinidad and Tobago","Ireland",2015-07-01,0,"IE"
"Trinidad and Tobago","Iceland",2015-07-01,0,"IS"
"Trinidad and Tobago","Italy",2015-07-01,0,"IT"
"Trinidad and Tobago","Liechtenstein",2015-07-01,0,"LI"
"Trinidad and Tobago","Lithuania",2015-07-01,0,"LT"
"Trinidad and Tobago","Luxembourg",2015-07-01,0,"LU"
"Trinidad and Tobago","Latvia",2015-07-01,0,"LV"
"Trinidad and Tobago","Malta",2015-07-01,0,"MT"
"Trinidad and Tobago","Netherlands",2015-07-01,0,"NL"
"Trinidad and Tobago","Norway",2015-07-01,0,"NO"
"Trinidad and Tobago","Poland",2015-07-01,0,"PL"
"Trinidad and Tobago","Portugal",2015-07-01,0,"PT"
"Trinidad and Tobago","Romania",2015-07-01,0,"RO"
"Trinidad and Tobago","Sweden",2015-07-01,0,"SE"
"Trinidad and Tobago","Slovenia",2015-07-01,0,"SI"
"Trinidad and Tobago","Slovakia",2015-07-01,0,"SK"
"Trinidad and Tobago","Total",2015-07-01,5,"TOTAL"
"Trinidad and Tobago","United Kingdom",2015-07-01,5,"UK"
"Tuvalu","Austria",2015-07-01,0,"AT"
"Tuvalu","Belgium",2015-07-01,0,"BE"
"Tuvalu","Bulgaria",2015-07-01,0,"BG"
"Tuvalu","Switzerland",2015-07-01,0,"CH"
"Tuvalu","Cyprus",2015-07-01,0,"CY"
"Tuvalu","Czech Republic",2015-07-01,0,"CZ"
"Tuvalu","Germany (until 1990 former territory of the FRG)",2015-07-01,0,"DE"
"Tuvalu","Denmark",2015-07-01,0,"DK"
"Tuvalu","Estonia",2015-07-01,0,"EE"
"Tuvalu","Greece",2015-07-01,0,"EL"
"Tuvalu","Spain",2015-07-01,NA,"ES"
"Tuvalu","European Union (28 countries)",2015-07-01,0,"EU28"
"Tuvalu","Finland",2015-07-01,0,"FI"
"Tuvalu","France",2015-07-01,0,"FR"
"Tuvalu","Croatia",2015-07-01,0,"HR"
"Tuvalu","Hungary",2015-07-01,0,"HU"
"Tuvalu","Ireland",2015-07-01,0,"IE"
"Tuvalu","Iceland",2015-07-01,0,"IS"
"Tuvalu","Italy",2015-07-01,0,"IT"
"Tuvalu","Liechtenstein",2015-07-01,0,"LI"
"Tuvalu","Lithuania",2015-07-01,0,"LT"
"Tuvalu","Luxembourg",2015-07-01,0,"LU"
"Tuvalu","Latvia",2015-07-01,0,"LV"
"Tuvalu","Malta",2015-07-01,0,"MT"
"Tuvalu","Netherlands",2015-07-01,0,"NL"
"Tuvalu","Norway",2015-07-01,0,"NO"
"Tuvalu","Poland",2015-07-01,0,"PL"
"Tuvalu","Portugal",2015-07-01,0,"PT"
"Tuvalu","Romania",2015-07-01,0,"RO"
"Tuvalu","Sweden",2015-07-01,0,"SE"
"Tuvalu","Slovenia",2015-07-01,0,"SI"
"Tuvalu","Slovakia",2015-07-01,0,"SK"
"Tuvalu","Total",2015-07-01,0,"TOTAL"
"Tuvalu","United Kingdom",2015-07-01,0,"UK"
"Taiwan","Austria",2015-07-01,0,"AT"
"Taiwan","Belgium",2015-07-01,0,"BE"
"Taiwan","Bulgaria",2015-07-01,0,"BG"
"Taiwan","Switzerland",2015-07-01,0,"CH"
"Taiwan","Cyprus",2015-07-01,0,"CY"
"Taiwan","Czech Republic",2015-07-01,0,"CZ"
"Taiwan","Germany (until 1990 former territory of the FRG)",2015-07-01,0,"DE"
"Taiwan","Denmark",2015-07-01,0,"DK"
"Taiwan","Estonia",2015-07-01,0,"EE"
"Taiwan","Greece",2015-07-01,0,"EL"
"Taiwan","Spain",2015-07-01,NA,"ES"
"Taiwan","European Union (28 countries)",2015-07-01,0,"EU28"
"Taiwan","Finland",2015-07-01,0,"FI"
"Taiwan","France",2015-07-01,0,"FR"
"Taiwan","Croatia",2015-07-01,0,"HR"
"Taiwan","Hungary",2015-07-01,0,"HU"
"Taiwan","Ireland",2015-07-01,0,"IE"
"Taiwan","Iceland",2015-07-01,0,"IS"
"Taiwan","Italy",2015-07-01,0,"IT"
"Taiwan","Liechtenstein",2015-07-01,0,"LI"
"Taiwan","Lithuania",2015-07-01,0,"LT"
"Taiwan","Luxembourg",2015-07-01,0,"LU"
"Taiwan","Latvia",2015-07-01,0,"LV"
"Taiwan","Malta",2015-07-01,0,"MT"
"Taiwan","Netherlands",2015-07-01,0,"NL"
"Taiwan","Norway",2015-07-01,0,"NO"
"Taiwan","Poland",2015-07-01,0,"PL"
"Taiwan","Portugal",2015-07-01,0,"PT"
"Taiwan","Romania",2015-07-01,0,"RO"
"Taiwan","Sweden",2015-07-01,0,"SE"
"Taiwan","Slovenia",2015-07-01,0,"SI"
"Taiwan","Slovakia",2015-07-01,0,"SK"
"Taiwan","Total",2015-07-01,0,"TOTAL"
"Taiwan","United Kingdom",2015-07-01,0,"UK"
"Tanzania","Austria",2015-07-01,0,"AT"
"Tanzania","Belgium",2015-07-01,0,"BE"
"Tanzania","Bulgaria",2015-07-01,0,"BG"
"Tanzania","Switzerland",2015-07-01,0,"CH"
"Tanzania","Cyprus",2015-07-01,0,"CY"
"Tanzania","Czech Republic",2015-07-01,0,"CZ"
"Tanzania","Germany (until 1990 former territory of the FRG)",2015-07-01,0,"DE"
"Tanzania","Denmark",2015-07-01,0,"DK"
"Tanzania","Estonia",2015-07-01,0,"EE"
"Tanzania","Greece",2015-07-01,0,"EL"
"Tanzania","Spain",2015-07-01,NA,"ES"
"Tanzania","European Union (28 countries)",2015-07-01,15,"EU28"
"Tanzania","Finland",2015-07-01,0,"FI"
"Tanzania","France",2015-07-01,0,"FR"
"Tanzania","Croatia",2015-07-01,0,"HR"
"Tanzania","Hungary",2015-07-01,0,"HU"
"Tanzania","Ireland",2015-07-01,0,"IE"
"Tanzania","Iceland",2015-07-01,0,"IS"
"Tanzania","Italy",2015-07-01,0,"IT"
"Tanzania","Liechtenstein",2015-07-01,0,"LI"
"Tanzania","Lithuania",2015-07-01,0,"LT"
"Tanzania","Luxembourg",2015-07-01,0,"LU"
"Tanzania","Latvia",2015-07-01,0,"LV"
"Tanzania","Malta",2015-07-01,0,"MT"
"Tanzania","Netherlands",2015-07-01,0,"NL"
"Tanzania","Norway",2015-07-01,0,"NO"
"Tanzania","Poland",2015-07-01,0,"PL"
"Tanzania","Portugal",2015-07-01,0,"PT"
"Tanzania","Romania",2015-07-01,0,"RO"
"Tanzania","Sweden",2015-07-01,5,"SE"
"Tanzania","Slovenia",2015-07-01,0,"SI"
"Tanzania","Slovakia",2015-07-01,0,"SK"
"Tanzania","Total",2015-07-01,15,"TOTAL"
"Tanzania","United Kingdom",2015-07-01,0,"UK"
"Ukraine","Austria",2015-07-01,35,"AT"
"Ukraine","Belgium",2015-07-01,25,"BE"
"Ukraine","Bulgaria",2015-07-01,0,"BG"
"Ukraine","Switzerland",2015-07-01,15,"CH"
"Ukraine","Cyprus",2015-07-01,10,"CY"
"Ukraine","Czech Republic",2015-07-01,40,"CZ"
"Ukraine","Germany (until 1990 former territory of the FRG)",2015-07-01,385,"DE"
"Ukraine","Denmark",2015-07-01,10,"DK"
"Ukraine","Estonia",2015-07-01,10,"EE"
"Ukraine","Greece",2015-07-01,15,"EL"
"Ukraine","Spain",2015-07-01,NA,"ES"
"Ukraine","European Union (28 countries)",2015-07-01,1550,"EU28"
"Ukraine","Finland",2015-07-01,20,"FI"
"Ukraine","France",2015-07-01,110,"FR"
"Ukraine","Croatia",2015-07-01,0,"HR"
"Ukraine","Hungary",2015-07-01,0,"HU"
"Ukraine","Ireland",2015-07-01,0,"IE"
"Ukraine","Iceland",2015-07-01,0,"IS"
"Ukraine","Italy",2015-07-01,420,"IT"
"Ukraine","Liechtenstein",2015-07-01,0,"LI"
"Ukraine","Lithuania",2015-07-01,5,"LT"
"Ukraine","Luxembourg",2015-07-01,0,"LU"
"Ukraine","Latvia",2015-07-01,5,"LV"
"Ukraine","Malta",2015-07-01,10,"MT"
"Ukraine","Netherlands",2015-07-01,50,"NL"
"Ukraine","Norway",2015-07-01,5,"NO"
"Ukraine","Poland",2015-07-01,190,"PL"
"Ukraine","Portugal",2015-07-01,40,"PT"
"Ukraine","Romania",2015-07-01,0,"RO"
"Ukraine","Sweden",2015-07-01,135,"SE"
"Ukraine","Slovenia",2015-07-01,5,"SI"
"Ukraine","Slovakia",2015-07-01,0,"SK"
"Ukraine","Total",2015-07-01,1570,"TOTAL"
"Ukraine","United Kingdom",2015-07-01,25,"UK"
"Uganda","Austria",2015-07-01,5,"AT"
"Uganda","Belgium",2015-07-01,0,"BE"
"Uganda","Bulgaria",2015-07-01,0,"BG"
"Uganda","Switzerland",2015-07-01,5,"CH"
"Uganda","Cyprus",2015-07-01,0,"CY"
"Uganda","Czech Republic",2015-07-01,0,"CZ"
"Uganda","Germany (until 1990 former territory of the FRG)",2015-07-01,5,"DE"
"Uganda","Denmark",2015-07-01,0,"DK"
"Uganda","Estonia",2015-07-01,0,"EE"
"Uganda","Greece",2015-07-01,0,"EL"
"Uganda","Spain",2015-07-01,NA,"ES"
"Uganda","European Union (28 countries)",2015-07-01,75,"EU28"
"Uganda","Finland",2015-07-01,0,"FI"
"Uganda","France",2015-07-01,5,"FR"
"Uganda","Croatia",2015-07-01,0,"HR"
"Uganda","Hungary",2015-07-01,5,"HU"
"Uganda","Ireland",2015-07-01,0,"IE"
"Uganda","Iceland",2015-07-01,0,"IS"
"Uganda","Italy",2015-07-01,0,"IT"
"Uganda","Liechtenstein",2015-07-01,0,"LI"
"Uganda","Lithuania",2015-07-01,0,"LT"
"Uganda","Luxembourg",2015-07-01,0,"LU"
"Uganda","Latvia",2015-07-01,0,"LV"
"Uganda","Malta",2015-07-01,0,"MT"
"Uganda","Netherlands",2015-07-01,10,"NL"
"Uganda","Norway",2015-07-01,0,"NO"
"Uganda","Poland",2015-07-01,0,"PL"
"Uganda","Portugal",2015-07-01,0,"PT"
"Uganda","Romania",2015-07-01,0,"RO"
"Uganda","Sweden",2015-07-01,20,"SE"
"Uganda","Slovenia",2015-07-01,0,"SI"
"Uganda","Slovakia",2015-07-01,0,"SK"
"Uganda","Total",2015-07-01,80,"TOTAL"
"Uganda","United Kingdom",2015-07-01,20,"UK"
"United Kingdom","Austria",2015-07-01,0,"AT"
"United Kingdom","Belgium",2015-07-01,0,"BE"
"United Kingdom","Bulgaria",2015-07-01,0,"BG"
"United Kingdom","Switzerland",2015-07-01,0,"CH"
"United Kingdom","Cyprus",2015-07-01,0,"CY"
"United Kingdom","Czech Republic",2015-07-01,0,"CZ"
"United Kingdom","Germany (until 1990 former territory of the FRG)",2015-07-01,0,"DE"
"United Kingdom","Denmark",2015-07-01,0,"DK"
"United Kingdom","Estonia",2015-07-01,0,"EE"
"United Kingdom","Greece",2015-07-01,0,"EL"
"United Kingdom","Spain",2015-07-01,NA,"ES"
"United Kingdom","European Union (28 countries)",2015-07-01,0,"EU28"
"United Kingdom","Finland",2015-07-01,0,"FI"
"United Kingdom","France",2015-07-01,0,"FR"
"United Kingdom","Croatia",2015-07-01,0,"HR"
"United Kingdom","Hungary",2015-07-01,0,"HU"
"United Kingdom","Ireland",2015-07-01,0,"IE"
"United Kingdom","Iceland",2015-07-01,0,"IS"
"United Kingdom","Italy",2015-07-01,NA,"IT"
"United Kingdom","Liechtenstein",2015-07-01,0,"LI"
"United Kingdom","Lithuania",2015-07-01,0,"LT"
"United Kingdom","Luxembourg",2015-07-01,0,"LU"
"United Kingdom","Latvia",2015-07-01,0,"LV"
"United Kingdom","Malta",2015-07-01,0,"MT"
"United Kingdom","Netherlands",2015-07-01,0,"NL"
"United Kingdom","Norway",2015-07-01,0,"NO"
"United Kingdom","Poland",2015-07-01,0,"PL"
"United Kingdom","Portugal",2015-07-01,0,"PT"
"United Kingdom","Romania",2015-07-01,0,"RO"
"United Kingdom","Sweden",2015-07-01,0,"SE"
"United Kingdom","Slovenia",2015-07-01,0,"SI"
"United Kingdom","Slovakia",2015-07-01,0,"SK"
"United Kingdom","Total",2015-07-01,0,"TOTAL"
"United Kingdom","United Kingdom",2015-07-01,0,"UK"
"British overseas countries and territories","Austria",2015-07-01,0,"AT"
"British overseas countries and territories","Belgium",2015-07-01,0,"BE"
"British overseas countries and territories","Bulgaria",2015-07-01,0,"BG"
"British overseas countries and territories","Switzerland",2015-07-01,0,"CH"
"British overseas countries and territories","Cyprus",2015-07-01,0,"CY"
"British overseas countries and territories","Czech Republic",2015-07-01,0,"CZ"
"British overseas countries and territories","Germany (until 1990 former territory of the FRG)",2015-07-01,0,"DE"
"British overseas countries and territories","Denmark",2015-07-01,0,"DK"
"British overseas countries and territories","Estonia",2015-07-01,0,"EE"
"British overseas countries and territories","Greece",2015-07-01,0,"EL"
"British overseas countries and territories","Spain",2015-07-01,NA,"ES"
"British overseas countries and territories","European Union (28 countries)",2015-07-01,0,"EU28"
"British overseas countries and territories","Finland",2015-07-01,0,"FI"
"British overseas countries and territories","France",2015-07-01,0,"FR"
"British overseas countries and territories","Croatia",2015-07-01,0,"HR"
"British overseas countries and territories","Hungary",2015-07-01,0,"HU"
"British overseas countries and territories","Ireland",2015-07-01,0,"IE"
"British overseas countries and territories","Iceland",2015-07-01,0,"IS"
"British overseas countries and territories","Italy",2015-07-01,0,"IT"
"British overseas countries and territories","Liechtenstein",2015-07-01,0,"LI"
"British overseas countries and territories","Lithuania",2015-07-01,0,"LT"
"British overseas countries and territories","Luxembourg",2015-07-01,0,"LU"
"British overseas countries and territories","Latvia",2015-07-01,0,"LV"
"British overseas countries and territories","Malta",2015-07-01,0,"MT"
"British overseas countries and territories","Netherlands",2015-07-01,0,"NL"
"British overseas countries and territories","Norway",2015-07-01,0,"NO"
"British overseas countries and territories","Poland",2015-07-01,0,"PL"
"British overseas countries and territories","Portugal",2015-07-01,0,"PT"
"British overseas countries and territories","Romania",2015-07-01,0,"RO"
"British overseas countries and territories","Sweden",2015-07-01,0,"SE"
"British overseas countries and territories","Slovenia",2015-07-01,0,"SI"
"British overseas countries and territories","Slovakia",2015-07-01,0,"SK"
"British overseas countries and territories","Total",2015-07-01,0,"TOTAL"
"British overseas countries and territories","United Kingdom",2015-07-01,0,"UK"
"Unknown","Austria",2015-07-01,5,"AT"
"Unknown","Belgium",2015-07-01,115,"BE"
"Unknown","Bulgaria",2015-07-01,0,"BG"
"Unknown","Switzerland",2015-07-01,25,"CH"
"Unknown","Cyprus",2015-07-01,0,"CY"
"Unknown","Czech Republic",2015-07-01,0,"CZ"
"Unknown","Germany (until 1990 former territory of the FRG)",2015-07-01,1085,"DE"
"Unknown","Denmark",2015-07-01,0,"DK"
"Unknown","Estonia",2015-07-01,0,"EE"
"Unknown","Greece",2015-07-01,0,"EL"
"Unknown","Spain",2015-07-01,NA,"ES"
"Unknown","European Union (28 countries)",2015-07-01,1800,"EU28"
"Unknown","Finland",2015-07-01,25,"FI"
"Unknown","France",2015-07-01,0,"FR"
"Unknown","Croatia",2015-07-01,0,"HR"
"Unknown","Hungary",2015-07-01,270,"HU"
"Unknown","Ireland",2015-07-01,0,"IE"
"Unknown","Iceland",2015-07-01,0,"IS"
"Unknown","Italy",2015-07-01,185,"IT"
